date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:26	462/462	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2006:26:27%20GMT	http://html-templates.multipurposethemes.com/robots.txt		(from )
10:45:27	59416/59416	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:21%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/index.html	(from )
10:45:28	178152/178152	---M--	200	added ('OK')	text/css	date:Sat,%2003%20Mar%202018%2020:34:42%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/assets/vendor_components/bootstrap/dist/css/bootstrap.css	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/assets/vendor_components/bootstrap/dist/css/bootstrap.css	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:31	236109/236109	---M--	200	added ('OK')	text/css	date:Wed,%2002%20May%202018%2013:10:22%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/css/bootstrap-extend.css	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/css/bootstrap-extend.css	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:34	55582/55582	---M--	200	added ('OK')	text/css	date:Wed,%2002%20May%202018%2013:10:21%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/css/skins/_all-skins.css	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/css/skins/_all-skins.css	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:34	329179/329179	---M--	200	added ('OK')	text/css	date:Wed,%2002%20May%202018%2013:11:11%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/css/master_style.css	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/css/master_style.css	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:35	59416/59416	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:21%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/index.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/index-2.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:35	33520/33520	---MCZ	200	added ('OK')	text/css	etag:W/%228821-5d9f1078-2551b231a4fdb384;gz%22	https://www.amcharts.com/lib/3/plugins/export/export.css	C:/2021_ASIA_NLP/asia/www.amcharts.com/lib/3/plugins/export/export.css	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:36	15501/15501	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Mar%202018%2005:31:07%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/logo-light.png	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/logo-light.png	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:37	15085/15085	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Mar%202018%2005:31:05%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/logo-dark.png	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/logo-dark.png	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:38	16463/16463	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Mar%202018%2005:31:06%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/logo-light-text.png	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/logo-light-text.png	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:39	16132/16132	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Mar%202018%2005:31:04%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/logo-dark-text.png	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/logo-dark-text.png	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:39	14969/14969	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Mar%202018%2005:31:31%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/user2-160x160.jpg	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/user2-160x160.jpg	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:39	15332/15332	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Mar%202018%2005:31:32%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/user3-128x128.jpg	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/user3-128x128.jpg	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:40	55614/55614	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:21%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/index-2.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/index-3.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:40	65709/65709	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:21%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/index-3.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/index-4.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:41	49098/49098	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:42%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/reports/transactions.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/reports/transactions.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:41	49563/49563	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:42%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/reports/top-gainers-losers.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/reports/top-gainers-losers.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:42	48517/48517	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:43%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/reports/crypto-stats.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/reports/crypto-stats.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:43	43948/43948	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:36%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-distribution-countdown.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-distribution-countdown.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:43	98744/98744	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:43%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/reports/market-capitalizations.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/reports/market-capitalizations.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:43	46797/46797	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:37%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-roadmap-timeline.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-roadmap-timeline.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:43	44024/44024	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:37%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-progress.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-progress.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:44	48819/48819	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:37%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-details.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-details.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:44	59482/59482	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:37%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-listing.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-listing.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:45	20474/20474	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Mar%202018%2005:31:33%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/user4-128x128.jpg	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/user4-128x128.jpg	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:45	19674/19674	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Mar%202018%2005:31:33%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/user5-128x128.jpg	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/images/user5-128x128.jpg	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:46	61699/61699	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:36%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-filter.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/ico/ico-filter.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:46	48057/48057	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:32%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/currency-ex/exchange.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/currency-ex/exchange.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:47	59027/59027	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:41%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/members/members.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/members/members.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:47	57467/57467	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:41%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/members/members-list.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/members/members-list.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:48	50849/50849	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:44%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/members/member-profile.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/members/member-profile.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:48	54456/54456	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:52%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/tickers/tickers.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/tickers/tickers.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:49	49107/49107	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:52%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/tickers/crypto-live-pricing.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/tickers/crypto-live-pricing.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:49	48809/48809	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:50%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/transactions/tables-transactions.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/transactions/tables-transactions.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:49	45370/45370	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:50%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/transactions/transaction-search.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/transactions/transaction-search.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:50	50348/50348	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:50%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/transactions/transaction-details.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/transactions/transaction-details.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:50	47755/47755	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:52%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/transactions/counter-transactions.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/transactions/counter-transactions.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:50	47992/47992	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:28%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/chartjs.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/chartjs.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:51	46571/46571	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:28%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/flot.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/flot.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:51	56373/56373	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:29%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/inline.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/inline.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:52	45785/45785	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:29%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/morris.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/morris.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:52	48086/48086	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:29%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/peity.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/peity.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:52	52209/52209	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:28%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/chartist.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/chartist.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:53	45318/45318	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:30%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/rickshaw-charts.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/rickshaw-charts.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:53	45416/45416	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:29%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/nvd3-charts.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/nvd3-charts.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:54	48470/48470	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:28%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/echart.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/charts/echart.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:54	53865/53865	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:11:10%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/amcharts/amcharts.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/amcharts/amcharts.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:54	47687/47687	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:24%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/amcharts/amstock-charts.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/amcharts/amstock-charts.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:55	48392/48392	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:11:10%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/amcharts/ammaps.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/amcharts/ammaps.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:55	50586/50586	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:25%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/app-chat.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/app-chat.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:55	43242/43242	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:24%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/project-table.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/project-table.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:56	56202/56202	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:26%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/app-contact.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/app-contact.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:56	57895/57895	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:24%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/app-ticket.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/app-ticket.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:57	46613/46613	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:24%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/calendar.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/calendar.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:57	56099/56099	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:25%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/profile.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/profile.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
10:45:58	60096/60096	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2013:10:25%20GMT	http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/userlist-grid.html	C:/2021_ASIA_NLP/asia/html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/pages/app/userlist-grid.html	(from http://html-templates.multipurposethemes.com/bootstrap-4/admin/unique/02/unique-admin/crypto-dashboard/)
