title,content,cate,rdate
"[속보] 문 대통령, 이재명 민주당 대선 후보와 내일 오전 11시 회동","[앵커]문재인 대통령이 더불어민주당 이재명 대선후보와 내일 오전 회동합니다.박경미 청와대 대변인의 브리핑 내용 직접 들어보겠습니다.[박경미 / 청와대 대변인]문재인 대통령은 10월 26일(화) 이재명 후보와 면담을 갖습니다.내일 면담은 오전 11시 청와대 상춘재에서 차담으로 진행됩니다. YTN 백종규 (jongkyu87@ytn.co.kr)",1,2021-10-25 17:04
"안철수, KT 오류 사태에 ""사이버 안보 먹통을 뜻하는 것""","국민의당 안철수 대표가 오늘(25일) 일어난 KT 인터넷 접속 오류 사태는 우리 사이버 안보의 먹통을 뜻한다고 말했습니다.컴퓨터 백신 프로그램을 개발한 IT 전문가인 안 대표는 SNS를 통해 이런 수준이면 사이버 전쟁에서 백전백패, 국민 생명과 안전을 지켜낼 수 없다며 이같이 밝혔습니다.안 대표는 이제 잠시라도 불통이면 우리 몸의 실핏줄이나 대동맥이 막힌 것처럼 막대한 영향을 줄 수 있다며 어떤 공격을 받더라도 최소한의 연결성을 확보할 수 있도록 만반의 대비가 필요하다고 강조했습니다.그러려면 국가 차원에서 국가기간망에 대한 방비와 개선에 필요한 인력을 배치해야 한다면서, 모든 국민이 안심하고 일상을 살 수 있도록 위험 관리를 해야 할 때라고 덧붙였습니다.YTN 박서경 (psk@ytn.co.kr)",1,2021-10-25 17:00
"김 총리 ""SK그룹, 3년간 청년 일자리 2만7천 개 창출""","정부와 SK그룹이 앞으로 3년 동안 2만 7천 개 청년 일자리를 만들기 위한 파트너십을 맺었습니다.김부겸 국무총리는 오늘 '청년희망 ON 프로젝트' 네 번째 파트너로서 SK그룹 최태원 회장과 만나 청년 일자리 창출 계획을 발표했습니다.이 자리에서 SK그룹은 기존 연간 6천 명 수준이던 채용 인원을 늘려 연간 9천 명씩, 3년 동안 2만 7천 명을 신규 채용하겠다고 밝혔습니다.또 인턴십 프로그램을 통해 연간 4백 명씩, 3년 동안 천2백 명의 우수 인재를 육성해 청년들의 일자리 찾기에 도움을 줄 예정입니다.특히 배터리, 반도체, 바이오 등 SK가 선도하고 있는 첨단 산업 분야에서 집중적으로 청년 일자리를 창출한다는 계획입니다.'청년희망 ON'에 KT와 삼성, LG에 이어 SK까지 동참하면서, 이 프로젝트를 통해 향후 3년 동안 기업들이 약속한 일자리 창출 개수는 모두 10만 개를 돌파했습니다.YTN 나연수 (ysna@ytn.co.kr)",1,2021-10-25 15:42
"광주시장 ""윤석열 '정치쇼'로 광주 방문 강력히 반대""",이용섭 광주광역시장은 국민의힘 유력 대권 주자인 윤석열 전 검찰총장에게 광주를 '정치쇼 무대'로 내어줄 생각이 전혀 없다며 광주 방문을 강력히 반대한다고 밝혔습니다.이 시장은 국회를 찾아와 기자회견을 열고 5·18 원흉 전두환을 찬양하는 것도 모자라 개에게 사과를 주는 사진으로 광주시민을 우롱하고 짓밟은 윤 전 총장이 도대체 무슨 의도로 광주를 방문하겠다는 건지 광주시민은 이해할 수 없다며 이같이 말했습니다.그러면서 경박한 역사의식을 가진 사람이 대통령이 되겠다고 나선 현실이 참으로 안타깝고 나라의 앞날이 걱정스럽다고 덧붙였습니다.앞서 윤 전 총장은 '전두환 옹호 발언'에 이어 개에게 사과를 주는 SNS 사진 등으로 비판이 잇따르자 다음 달 초 광주를 방문하겠다고 밝혔습니다.YTN 조성호 (chosh@ytn.co.kr),1,2021-10-25 15:25
"합참, '호국훈련' 돌입...모레부터 을지태극연습 시작","합동참모본부는 다음달 5일까지 육·해·공군과 해병대 합동 전력 증진을 위해 연례적으로 실시하는 '호국훈련'에 돌입했습니다.합참 김준락 공보실장은 정례 브리핑에서 호국 훈련은 매년 후반기에 실시하는 우리 군의 야외 기동 훈련으로, 군사 대비 태세 유지와 합동 작전 수행 능력 구비에 중점을 두고 철저한 방역 대책을 갖춘 가운데 실시하고 있다고 말했습니다.특히 오는 27일부터 29일까지는 국방부와 행정안전부를 중심으로 을지태극연습이 실시될 예정입니다.YTN 이승윤 (risungyoon@ytn.co.kr)",1,2021-10-25 15:06
"이재명 경기지사 사퇴 ""공정한 세상으로 보답""",이재명 더불어민주당 대선 후보가 공정한 나라로 반드시 보답하겠다며 경기도지사 자리에서 물러났습니다.이 지사는 퇴임 기자회견을 열고 주어진 임무를 다하지 못하고 도지사로서 마지막 인사를 드리게 돼 대단히 아쉽고 송구하다고 말했습니다.또 대한민국이 부러워하는 경기도를 만들었던 것처럼 대전환의 위기를 대도약의 기회로 삼아 전 세계가 부러워하는 선도국가 대한민국을 만들겠다고 강조했습니다.이 후보는 지난 2018년 6월 지방선거에서 당선된 뒤 3년 4개월 동안 민선 7기 도정 업무를 수행해 왔습니다.내년 7월 1일 후임 지사 취임까지 남은 8개월여 동안 도정은 오병권 행정1부지사가 권한 대행합니다.YTN 최아영 (cay24@ytn.co.kr),1,2021-10-25 15:06
"유승민 "" '황무성 사직' 완벽 범죄 위해 李 최측근 조직적 가담""",황무성 성남도시개발공사 초대 사장이 이재명 당시 성남시장 최측근의 사퇴 압력을 받고 사직했다는 이른바 '황무성 녹취록'과 관련해 국민의힘 대권 주자인 유승민 전 의원은 이재명 후보의 최측근들이 화천대유에 천문학적인 특혜를 몰아주고 완벽한 범죄를 위해 조직적으로 가담한 것이라고 주장했습니다.유 전 의원은 SNS에 글을 올려 황 전 사장이 강요와 압박에 못 이겨 사직서를 제출한 날은 화천대유가 설립한 날이자 대장동 민간사업자 공모지침서를 배포하기 일주일 전이었다며 이같이 말했습니다.유 전 의원은 특히 측근들이 이 후보의 지시나 동의 없이 이런 대담한 짓을 할 수 있겠느냐면서 특히 불법 사퇴를 종용한 행위는 '직권 남용'으로 당장 강제수사가 필요한 사안이라고 강조했습니다.또 최악의 범죄 혐의자를 대통령 후보로 내세우는 민주당과 문재인 정부가 한심하다면서 국민은 더 이상 선전 선동에 속아 넘어가지 않는다고 지적했습니다.YTN 황혜경 (whitepaper@ytn.co.kr),1,2021-10-25 15:04
"尹 캠프 ""손준성 구속영장 청구, 정치공작...누가 지시했나""","국민의힘 대선 주자인 윤석열 전 검찰총장 대선 캠프가 손준성 검사에 대한 공수처의 구속영장 청구는 정치공작이라고 비판했습니다.윤석열 캠프는 입장문에서 공수처가 손 검사 측에 경선일정 등을 고려해 조속한 조사가 필요하단 문자를 보내고, 김웅 의원에게도 10월 안에 출석하라고 했다면서 손 검사에 대한 구속영장 청구는 정치적 중립과 적법절차 원칙을 내팽개친 처사라고 밝혔습니다.이어 경선 전 망신주기를 통해 가장 강력한 야권 후보의 지지율을 떨어뜨리려는 속셈이라고 주장했습니다.캠프 측은 '제보 사주'라는 1차 공작이 통하지 않자, 구속영장을 사주하는 2차 공작에 나선 거냐며 누구 지시이냐고 반문했습니다.또 손 검사에게 억지로 적용된 혐의는 부메랑이 돼 공수처 관계자들에게 돌아갈 거라며, 정치 중립성을 잃은 공수처는 존재 가치를 잃었다고 비난했습니다.YTN 이경국 (leekk0428@ytn.co.kr)",1,2021-10-25 18:10
"靑 ""문 대통령, 유럽에서 바이든과 어떤 형태로든 만날 것""","청와대는 문재인 대통령이 G20 정상회의와 제26차 유엔 기후변화협약 당사국 총회 기간 바이든 미국 대통령과 어떤 형태로든 만날 기회가 있을 것이라고 밝혔습니다.청와대 관계자는 오늘 기자들과 만난 자리에서, G20이나 COP26을 계기로 양자 정상회담 일정을 준비하고 있다며 이같이 말했습니다.다만 아직 결정된 내용은 없다며, 양자 정상회담을 요청해 온 다른 나라들과도 일정을 조율하고 있다고 전했습니다.또 한일정상회담과 관련해서는 새로 출범한 일본 기시다 내각과 미래지향적인 한일 관계 발전을 위해 계속 노력해나가자는 게 정부 입장이라며, 지난 15일 정상통화 후 기시다 총리 역시 한일 간 의사소통 의지를 밝힌 바 있다고 답했습니다.문 대통령은 내일 한-아세안 정상회의, 모레 '아세안 플러스' 정상회의와 동아시아 정상회의에 참석한 뒤 오는 28일 유럽으로 출국해 교황청과 이탈리아 로마, 영국 글래스고, 헝가리 부다페스트를 차례로 방문합니다.당초 내일 저녁으로 예정돼 있던 한-메콩 정상회의는 메콩 측 내부 사정으로 추후 개최하는 것으로 일정이 변경됐습니다.YTN 나연수 (ysna@ytn.co.kr)",1,2021-10-25 17:41
홍범도 장군 유해 봉환 후 첫 추모식 엄수,"봉오동 전투와 청산리 대첩을 승리로 이끈 홍범도 장군의 유해 봉환 후 첫 추모식이 국립대전현충원에서 엄수됐습니다.홍범도장군기념사업회는 오늘 오후 대전현충원 내 독립유공자 3묘역에서 홍 장군의 78주기 추모식을 열었습니다.황기철 국가보훈처장은 추모사에서 ""독립을 위해 모든 것을 바친 장군께 무한한 감사를 드린다""며 ""조국 땅에서 평안한 안식을 얻으시길 바란다""고 말했습니다.홍범도 장군은 1920년 6월 봉오동 전투와 같은 해 9월 청산리 전투를 승리로 이끈 주역으로, 정부는 홍 장군에게 지난 1962년 건국훈장 대통령장에 이어 올해 건국훈장 대한민국장을 추서했습니다.YTN 이승윤 (risungyoon@ytn.co.kr)",1,2021-10-25 17:18
문재인 대통령-이재명 후보 내일 오전 11시 청와대 회동,"문재인 대통령이 내일 오전 이재명 더불어민주당 대선 후보와 만납니다.청와대는 문 대통령이 내일 오전 11시 청와대 상춘재에서 이철희 정무수석이 배석한 가운데 이 후보와 면담한다고 알렸습니다.청와대 핵심관계자는 이 후보가 민주당 대선 후보로 선출된 만큼 나눌 이야기들이 있을 것이라며, 다만 의제를 미리 조율한 건 아니라고 강조했습니다.정치 개입 우려와 관련해서는 2012년 이명박 당시 대통령과 박근혜 대선 후보가 만난 전례를 언급하며, 선거관리위원회의 유권해석을 미리 받았고 당연히 그 범주 안에서 대화가 이뤄질 것이라고 설명했습니다.대장동 의혹 수사가 진행되는 상황에서 수사 가이드라인 제시가 아니냐는 비판에는, 문 대통령이 오늘 국회에서 수사와 관련한 야당 지도부 의견을 경청했다며, 혹여나 관련 해석이 나올 대화는 없을 것이라고 덧붙였습니다.YTN 나연수 (ysna@ytn.co.kr)",1,2021-10-25 17:18
"정부, 이란에 아스트라제네카 백신 100만 회분 지원",우리 정부가 이란에 아스트라제네카 백신 100만 회분을 지원합니다.외교부는 이란의 코로나19 확산세가 심각한데도 백신 조달이 원활하지 않다면서 우리가 아스트라제네카 백신 100만 회분을 제공하기로 했다고 밝혔습니다.해당 백신은 모레(27일) 현지에 도착해 이란 국민들에게 보급될 예정입니다.정부는 그동안 인도적 차원에서 국제사회의 백신 지원에 동참한다는 입장을 갖고 구체적 방안을 협의해 온 것으로 전해졌습니다.YTN 한연희 (hyheee@ytn.co.kr),1,2021-10-25 17:09
"김은혜, '황무성 사퇴 압박' 녹취 공개...""시장님 명받아서""","국민의힘 김은혜 의원이 황무성 성남도시개발공사 초대 사장이 사퇴 압박을 받았다는 녹취를 공개했습니다.김 의원은 오늘(25일) 당에서 진행한 '이재명 발언 팩트체크' 기자간담회에서 4분가량의 녹취 파일을 재생했습니다.녹취에는 지난 2015년 2월 유한기 당시 성남도시개발공사 개발본부장이 황 사장에게 사직서를 달라고 요구하며 시장님 명을 받아서 한 거 아니냐, 시장님의 얘기라고 말하는 내용이 담겼습니다.당시 성남시장은 더불어민주당 이재명 대선 후보였습니다.또 유 본부장이 다음 주에 사직서를 내겠다는 황 사장에게 오늘 사퇴하지 않으면 저나 사장님이나 박살이 날 거라고 말하는 내용도 포함됐습니다.김 의원은 녹취와 관련해 사퇴 압박이 있던 날은 공교롭게도 대장동 개발사업 시행사인 화천대유가 설립된 날이었다고 설명했습니다.결국, 황 전 사장은 3년의 임기를 다 채우지 못한 채 지난 2015년 3월 사퇴했고, 유동규 전 성남도시개발공사 기획본부장이 직무대행을 맡았습니다.YTN 이경국 (leekk0428@ytn.co.kr)",1,2021-10-25 17:05
"文 ""마지막까지 위기 극복 전념""...초당적 협력 당부","[앵커]문재인 대통령이 임기 마지막 국회 시정연설에서 위기극복에 전념해 완전한 일상회복과 경제회복을 이루는 데 최선을 다하겠다고 강조했습니다.그러면서 내년도 예산안에 국회의 초당적 협력을 요청했습니다.부동산 문제는 아주 짧은 언급만 했고, 최근 이슈인 대장동 개발 의혹은 거론하지 않았습니다.백종규 기자의 보도입니다.[기자]임기 마지막, 6번째 국회 시정연설에 나선 문재인 대통령!'위기'라는 단어를 33번이나 사용했습니다일본의 수출 규제부터 글로벌 공급망 재편, 코로나 대유행까지의 위기 상황들을 일일이 언급했는데,마지막까지 일상과 경제회복에 전념하겠다고 강조했습니다.[문재인 대통령 : 마지막까지 위기극복에 전념하여 완전한 일상회복과 경제회복을 이루는 데 최선을 다하겠습니다.]위기 속에서도 대단한 성과를 만든 국민에게 감사한 마음을 전하며 그동안의 정부의 성과도 설명했습니다.정부와 기업들이 함께 일본 수출규제에 대응해 소재·부품·장비 강국의 길로 나아간 사례는 위기를 역전의 기회로 바꾼 사례라고 말했습니다.또 코로나 위기 속에서도 K-방역을 국제표준으로 만들어 방역 모범국가로 거듭났다며 이제 곧 일상 회복의 길이 열릴 것이라고도 자신했습니다.[문재인 대통령 : 이제 희망의 문턱에 섰습니다.  정부는 국민과 함께 일상회복에서도 성공적 모델을 창출하여 K-방역을 완성해 내겠습니다.]산적한 과제들에 대한 해결 의지도 밝혔는데, 탄소 중립 문제를 국가의 명운이 걸린 중대한 도전이라고 언급하기도 했습니다.이와 함께 미래세대를 위해 부동산 문제와 수도권 집중현상, 지역 불균형 문제 등을 해결해야 한다며, 이 때문에 내년도 재정의 역할이 클 수밖에 없다고 설명했습니다.문 대통령은 내년도 예산안 604조 4천억 원에는 코로나 위기로부터의 완전한 회복과 국가의 미래를 위한 투자 의지를 담았다면서 국회의 협력을 당부했습니다.[문재인 대통령 : 내년 예산은 우리 정부의 마지막 예산이면서  다음 정부가 사용해야 할 첫 예산이기도 합니다. 여야를 넘어 초당적으로 논의하고 협력해 주시길 당부드립니다.]문 대통령은 다만 정치 중립문제를 의식해 여야 지도부와의 사전 환담과 시정연설에서 대장동 비리 의혹 등과 같은 정치 이슈에 대해서는 직접 언급을 삼갔습니다.YTN 백종규입니다.YTN 백종규 (jongkyu87@ytn.co.kr)",1,2021-10-25 18:20
"심상정 ""기후위기 맞서자""...녹색당에 '적녹연정' 제안",정의당 심상정 대선 후보는 기후 위기 극복은 정치과제의 꼭짓점이 돼야 한다며 '회색 대선'을 '녹색 대선'으로 전환해야 한다고 말했습니다.심 후보는 녹색당 당사를 방문해 김예원·김찬휘 공동대표를 만나 지금은 세계가 불타고 물바다가 되는 기후비상사태 측면이라며 이같이 밝혔습니다.그러면서 자신과 정의당이 한동안 민생의제를 앞세우다 보니 기후 위기 극복 의제를 뒤로 미뤄왔음을 솔직히 고백한다며 기후위기에 맞설 '적녹연정'을 시작하자고 녹색당에 제안했습니다.YTN 조성호 (chosh@ytn.co.kr),1,2021-10-25 18:19
"민주당 ""원희룡 '소시오패스 발언' 부창부수, 적반하장""","더불어민주당은 국민의힘 대선 주자인 원희룡 전 제주지사 부인의 '이재명 후보 소시오패스' 발언과 이를 감싼 원 전 지사에 대해 보기 흉한 부창부수, 적반하장이라고 비판했습니다.신현영 원내대변인은 국회 브리핑에서 원 전 지사 부인은 전문성을 정치적으로 악용해 잘못된 꼬리표를 달고자 했고, 원 전 지사는 부인을 감싸고 돌기 바쁘다며 이같이 말했습니다.그러면서 원 전 지사 부부가 의사에 대한 환자의 신뢰, 정치가에 대한 국민의 믿음을 저버리고 말았다며 국민 앞에 고개 숙여 사죄해야 한다고 질타했습니다.한준호 원내대변인도 논평을 내고 이 후보에 대한 악의적이고 몰상식한 비난에 최소한의 예의도 찾아볼 수 없다며 상대 당 후보에 대한 근거 없는 원색적 비난으로 본인들의 모자람을 위안 삼을 문제가 아니라고 지적했습니다.YTN 조성호 (chosh@ytn.co.kr)",1,2021-10-25 18:19
"민주당, 내주 선대위 출범 추진...""野 후보 선출 전 목표""","더불어민주당은 다음 주 중에 대선 과정에서 사령탑 역할을 할 선거대책위원회를 출범시키는 것을 목표로 관련 실무를 추진하고 있다고 밝혔습니다.고용진 수석대변인은 국회에서 고위전략회의를 마친 뒤 기자들과 만나 선대위 발족식은 다음 주가 목표라며 다음 달 5일 국민의힘 대선 후보 선출 전에는 하게 될 거라고 말했습니다.선대위 세부 구성과 관련해서 확정된 것은 송영길 대표가 상임위원장, 이낙연 전 대표가 상임고문을 맡는 것뿐이라며 윤관석 사무총장을 중심으로 논의하고 있고 추가로 확정된 것은 없다고 덧붙였습니다.이 밖에 민주당은 비공개 최고위원회에서 국민의힘 김기현 원내대표의 울산 땅 투기 의혹을 다루기 위해 울산을 지역구로 둔 이상헌 의원을 단장으로 하는 당 차원의 특위를 구성하기로 했습니다.YTN 조성호 (chosh@ytn.co.kr)",1,2021-10-25 18:19
"이재명, 가상 대결에서 윤석열·홍준표 다시 앞서","더불어민주당 이재명 대선 후보가 국민의힘 대선 주자인 윤석열 전 검찰총장과 홍준표 의원과의 양자대결에서 다시 우위를 점한 것으로 나타났습니다.TBS 의뢰로 한국사회여론연구소가 지난 22일부터 이틀 동안 전국 성인 천5명을 조사한 결과,이재명 후보는 윤석열 전 총장의 양자 대결에서 지난주 대비 2.1% 포인트 오른 37.5%를 기록하며, 33.6%를 기록한 윤 전 총장을 오차범위 안에서 역전한 것으로 나타났습니다.이재명 후보 대 홍준표 의원의 양자 대결에서도 이 후보는 2.1% 포인트 오른 36.7%를 기록하며 1.1% 포인트 하락으로 34.8%에 그친 홍 의원을 오차범위 안에서 앞질렀습니다.이번 조사의 표본오차는 95% 신뢰 수준에 ±3.1%포인트로, 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참조하면 됩니다.YTN 이경국 (leekk0428@ytn.co.kr)",1,2021-10-25 18:15
"이재명 ""독도는 한국 영토...더 알리고, 표기 오류 고쳐야""",더불어민주당 이재명 대선 후보는 독도의 날을 맞아 독도가 대한민국 영토임은 영원불변의 사실이라고 말했습니다.이 후보는 SNS에서 신라 이사부 장군의 우산국 정벌을 기록한 삼국사기 등 역사 문헌을 언급하며 과거부터 현재까지 대한민국이 독도를 지키고 있다는 사실은 변함이 없다며 이같이 밝혔습니다.이어 동해와 독도의 해외 표기 오류 문제를 지적하면서 우리는 당연하다 생각하지만 전 세계에 더 알리고 고쳐야 한다고 강조했습니다.YTN 조성호 (chosh@ytn.co.kr),1,2021-10-25 19:56
새 대통령 전용기로 보잉 747-8i 연말에 투입 전망,"대통령 해외 순방 등에 이용하는 공군 1호기인 대통령 전용기가 연말에 보잉 747-8i 기종으로 바뀔 전망입니다.지금까지 공군 1호기로 사용된 보잉 747-400 기종은 이달 말 문재인 대통령의 G20 정상회의 참가 등을 끝으로 11년 만에 퇴역하게 됩니다.새 전용기인 747-8i 기종은 현존하는 대형 항공기 가운데 가장 빠른 마하 0.86의 순항 속도를 자랑하며, 최대 14시간에 기존 대통령 전용기보다 2,300km 길어진 14,815㎞까지 운항할 수 있고, 동체도 기존 전용기보다 더 큽니다.정부는 2010년부터 5년 단위로 전용기 임차 계약을 하고 있으며, 지난해 5월 대한항공과 3차 임차 계약을 체결하면서 보잉 747-8i 기종을 오는 2026년까지 임차하기로 했습니다.YTN 이승윤 (risungyoon@ytn.co.kr)",1,2021-10-25 19:18
"이재명, 내일 정세균 만난다...경선 주자들과 연쇄 회동",더불어민주당 이재명 대선 후보가 이낙연 전 대표에 이어 당내 경선에서 경쟁했던 정세균 전 국무총리와도 회동합니다.이 후보 측은 내일(26일) 오후 6시 정 전 총리와 회동하기로 했다고 밝혔습니다.정 전 총리는 민주당 대선 경선에 참여했다가 호남 순회 경선을 2주가량 앞둔 지난달 13일 중도 사퇴한 뒤 특정 후보를 지지하지 않고 거리를 둬 왔습니다.앞서 경선을 마친 뒤 칩거에 들어갔던 이 전 대표와 만나 정권 재창출을 위해 협력하기로 의견을 모은 이 후보는 추미애 전 법무부 장관 등 다른 경선 경쟁자들과도 차례로 회동하며 선대위를 꾸릴 예정입니다.YTN 조성호 (chosh@ytn.co.kr),1,2021-10-25 19:00
"시정 연설에 국민의힘 ""특검 수용하라"" 시위...민주당 ""깊은 유감""","[앵커]문재인 대통령의 임기 마지막 국회 시정연설에 대한 여야 반응은 극명하게 엇갈렸습니다.국민의힘은 손팻말 시위를 벌이며 대장동 특검을 수용하라고 압박했고, 민주당은 국민의힘 반응이 옹졸하다면서 깊은 유감을 표명했습니다.김승환 기자가 보도합니다.[기자]국민의힘 의원들이 손팻말과 현수막을 들고 구호를 외칩니다.시정연설을 하기 위해 국회를 찾은 문재인 대통령을 향해 '대장동 의혹' 특검을 수용하라고 촉구하는 겁니다.""성역 없는 공정 수사 특검법을 수용하라! 수용하라!""대통령이 입장할 때도, 연설을 마칠 때도,기립하거나 박수를 친 민주당 의원들과 달리 국민의힘 의원들은 호응 없이 침묵시위를 이어갔습니다.대통령 기조연설 날짜에 맞춰 법제사법위원회 전체회의까지 소집했습니다.검찰이 대장동 의혹의 핵심인 유동규 전 성남도시개발공사 본부장을 재판에 넘기면서 배임 혐의를 뺀 것을 따져 묻겠다는 의도입니다.[전주혜 / 국민의힘 의원 : 정부 여당에 하도 뒤통수를 맞아서 눈알이 튀어나올 지경입니다. 민주당 비겁합니다. 본인들이 유리할 때는 숫자의 힘을 내세워서 위원회 일방 개최하고…]민주당은 회의를 거부하며 일제히 불참했고 간사인 박주민 의원만 참석해 항의 발언을 했습니다.[박주민 / 더불어민주당 의원(법사위 여당 간사) : (더불어민주당은) 진행 중이던 사건의 수사 결과, 그것도 완결된 것도 아닌 중간 수사 결과에 대해서 문제 제기 하기 위해서 요구했던 적은 없었던 것으로 보여집니다.]그러면서 국민의힘의 시위에 대해서도 대통령의 국회 존중에 대한 옹졸한 반응이라며 깊은 유감을 나타냈습니다.문 대통령의 시정연설 내용에 대한 평가도 확연하게 엇갈렸습니다.더불어민주당은 17차례 박수를 치며 새로운 도약을 위한 이정표를 제시했다고 호응한 반면,국민의힘은 고장난 라디오처럼 자화자찬을 틀어댔다고 깎아내렸습니다.국민의힘은 또, 특검 도입을 논의하기 위한 원내대표 회담을 제안했지만,민주당은 국정감사에서 충분히 해명한 만큼, 수용할 수 없다는 입장을 고수했습니다.YTN 김승환입니다.YTN 김승환 (ksh@ytn.co.kr)",1,2021-10-25 18:26
"지사직 내려놓은 이재명 ""공정한 세상으로 보답""...내일 문 대통령 면담","[앵커]더불어민주당 이재명 대선 후보가 공정한 나라를 만들어 보답하겠다는 다짐과 함께 경기도 지사직에서 물러났습니다.어제 이낙연 전 대표와 회동하고 지사직에서 사퇴한 데 이어 내일은 문재인 대통령과 면담을 합니다.본격적인 대선 행보에 속도를 내는 모습입니다.송재인 기자의 보도입니다.[기자]경기도지사로서 마지막 출근길에 오른 민주당 이재명 대선 후보.남은 임기를 다 채우지 못해 도민들에게 죄송하다는 이야기부터 꺼냈습니다.[이재명 / 민주당 대선 후보 : 맡긴 일을 마지막까지 다하지 못한 느낌이라 매우 아쉽고 또 도민들께는 죄송하다는 생각이 듭니다.]퇴임 기자회견에서는 모든 경기도민 재난 기본소득을 비롯한 정책 성과를 나열하면서앞으로 국민 전체를 책임지는 '이재명표' 공정 사회를 만들겠다고 다짐했습니다.[이재명 / 민주당 대선 후보 : 도민 여러분께 받은 크나큰 은혜, 새로운 대한민국, 공정한 세상으로 반드시 보답하겠습니다.]대권 가도에서 최대 걸림돌로 꼽히는 대장동 의혹에 대해서는 강한 자신감을 보였습니다.[이재명 / 민주당 대선 후보 : 지엽 말단을 통해서 국민의 여론을 조작하는 일부 세력들의 시도에 대해서 (국민은) 엄한 질책과 판단을 내리실 것으로 믿습니다.]이어서 소방 공무원들과 도청, 의회 직원들을 찾아 격려와 당부를 남기며 도정을 마무리했습니다.[이재명 / 민주당 대선 후보 : 흔들림 없이 지금까지 해온 것처럼 도민들이 맡긴 권한을 오로지 도민들을 위해서….]휴일에 경선에서 치열한 경쟁을 펼친 이낙연 전 대표와 회동한 이 후보는 내일(26일)은 문재인 대통령을 만나 민주 정부 계승 의지를 다질 예정입니다.이후에는 고심하는 '용광로 선대위' 구성에 박차를 가합니다.경선했던 이낙연 전 대표 측 의원들이 핵심 직책을 맡을 가능성이 거론됩니다.[오영훈 / 전 이낙연 캠프 수석대변인 (CBS '김현정의 뉴스쇼') : (이낙연 캠프에 소속됐던 인사들은) 예를 들어서 총괄본부장이라든가 비서실장이라든가 이런 직책과 관련된 얘기도 잠깐 나왔습니다만….]국정감사 이후 가장 먼저 넘어야 할 산이었던 이낙연 전 대표와의 회동이 성사되면서 지사직 사퇴에 이어 문 대통령과 면담까지, 선대위 구성 전 과제를 일사천리로 풀게 된 이 후보는 내일(26일) 대선예비 후보 등록까지 마무리한 뒤 본격적으로 대선 준비에 들어갑니다.YTN 송재인입니다.YTN 송재인 (songji10@ytn.co.kr)",1,2021-10-25 19:57
"윤석열 ""세종의사당 입장 변화?"" vs 홍준표 ""탄핵 대선 때 시비""","국민의힘 대선 경선 충청 합동 토론회에서 윤석열 전 검찰총장과 홍준표 의원이 미묘한 신경전을 벌였습니다.윤석열 전 검찰총장은 홍준표 의원이 지난 2017년 대선 때는 개헌을 해서라도 국회를 이전하겠다고 했다가, 이번에 세종의사당 설치법안을 의결할 때는 불참했다며 입장을 물었습니다.그러자 홍준표 의원은 탄핵 대선 때 나왔던 것을 꼭 시비 걸며 묻는다면서도, 2024년 총선 때 개헌을 물어서 상하 양원제로 바꾸고 나면 추진하겠다고 답했습니다.홍준표 의원은 국민의힘 후보들이 이월상품이고 왕처럼 굴어서 40대가 싫어한다는 원희룡 전 제주지사의 질문에도, 자신은 왕(王)자를 쓰거나 왕처럼 군 적이 없다면서 윤석열 전 검찰총장의 손바닥 '왕'자 논란을 에둘러 비판했습니다.YTN 이정미 (smiling37@ytn.co.kr)",1,2021-10-25 20:40
'충청 토론회' 윤석열·원희룡 vs 홍준표·유승민 구도 또 드러나,"국민의힘 대선 경선 충청권 합동 토론회에서도 윤석열 원희룡 대 홍준표 유승민의 2대 2 구도가 드러났습니다.윤석열 전 검찰총장은 홍준표 의원의 도덕성 공격을 의식한 듯 원희룡 전 제주지사에게 실력과 도덕성 가운데 무엇이 더 중요한지 물었고, 원 전 지사는 실력이 더 중요하다며 윤 전 총장을 두둔하는 듯한 답을 내놨습니다.반면, 홍준표 의원은 공매도 금지는 불안한 정책 같다는 유승민 전 의원의 질문에 경제 전문가가 지적하니 다시 검토해보겠다며, 대통령이 되면 모든 경제 문제를 유 전 의원과 자세히 의논하겠다고 거듭 호감을 나타냈습니다.YTN 이정미 (smiling37@ytn.co.kr)",1,2021-10-25 20:34
[뉴있저] 오늘은 독도의 날...오랜 세월 지켜온 '우리 땅 독도',1_ 대한민국 동쪽 끝2_ 가장 먼저 해가 떠오르는 곳2_ 우리나라 영토의 시작점이자 자긍심의 출발점3_ 일본의 역사 왜곡에 맞서4_ 오랜 세월 지켜온 '우리 땅 독도'5_ 10월 25일 오늘은 '독도의 날'입니다YTN 김민경 (alsrud0500@ytn.co.kr),1,2021-10-25 20:27
