개봉년도,제목,요약,줄거리,장르,국내외,감독,배우,포스터
2021,반딧불이 딘딘과 용감한 곤충 탐험대,“어렵고 힘든 일이 생겼을 땐 여러분의 신호등을 밝혀줘요!”,"숲속 마을 친구들이 위험에 빠지면 언제나 나타나는 용감한 반딧불이 딘딘과 숲속 탐험대.탐사 로봇 오로라가 우주에서 가져온 최첨단 신호등은 숲속 친구들 사이에서 인기 만발이다.하지만 불빛을 위협 신호로 받아들이는 나방 부족 추장은 딘딘과 친구들을 공격하고,외계 행성에서 나타난 붉은 로봇 군단이 숲속 마을 친구들을 모두 잡아가려 하는데…과연 딘딘과 친구들은 무사할 수 있을까?반딧불이 딘딘과 곤충 탐험대의 빛나는 모험이 시작된다!",애니메이션,0.0,등위봉,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210225_212/1614230200527IKqmQ_JPEG/movie_image.jpg?type=m203_290_2
2021,발신제한,"평범한 출근길, 의문의 발신번호 표시제한 전화 한 통,
“지금 당신의 의자 밑에는 폭탄이 설치되어 있습니다”","은행센터장 성규(조우진)는 아이들을 차에 태우고 출발한 평범한 출근길에 한 통의 발신번호 표시제한 전화를 받는다. 전화기 너머 의문의 목소리는 차에 폭탄이 설치되어 있고, 자리에서 일어날 경우 폭탄이 터진다고 경고하는데…의문의 전화를 보이스피싱이라고 대수롭지 않게 여기던 성규는 곧 회사 동료의 차가 같은 방식으로 폭파되는 것을 바로 눈 앞에서 목격하고, 졸지에 부산 도심 테러의 용의자가 되어 경찰의 추격을 받게 된다.내리면 폭탄이 터지는 절체절명의 순간, 경찰의 추격 속 의문의 발신자와의 전화마저 끊을 수 없는 상황에 놓이게 되는데…!","드라마, 스릴러",1.0,김창주,"조우진, 이재인, 진경",https://movie-phinf.pstatic.net/20210609_138/1623220637715dKMK5_JPEG/movie_image.jpg?type=m203_290_2
2021,배틀 크랙,살아남기 위한 우주 최후의 서바이벌!,"2242년, 기하급수적으로 늘어난 인구로 인해더 이상 지구에서의 생존이 불가능하다 판단한 인류는제2의 지구로 이주를 진행한다.마지막 선별 인원들을 태운 헤라클레스 호가 출발하고우주 항해 도중 선원들이 하나둘씩 사라지면서, 모두가 혼란에 빠진다.이에 사건을 조사하던 ‘클레이’(브루스 윌리스)와 동료들은우주선에 ‘다른 존재’가 있다는 사실과 함께,인류의 멸망을 불러올 충격적인 비밀을 알게 되는데...","SF, 액션",0.0,존 슈이츠,"브루스 윌리스, 토마스 제인",https://movie-phinf.pstatic.net/20210707_60/1625623447943ni2zw_JPEG/movie_image.jpg?type=m203_290_2
2021,배틀로얄 : 러버스,"눈을 뜨면, 죽음의 게임이 시작된다!",납치된 학생들이 낯선 건물에 감금당한 채 죽음의 게임을 강요 받는다.더 복잡해진 게임의 룰 속에서 학생들은 하나 둘 희생되고게임을 운영하는 운영자들에 대한 정보를 얻게 된 학생들은그들의 정체를 알게 된다.하지만 죽음의 게임에서 벗어 날 수는 없는데…,"액션, 스릴러",0.0,아야베 마야,"후루하타 세이카, 모리타카 아이, 사소 유키",https://movie-phinf.pstatic.net/20210121_201/1611217485579w6FOQ_JPEG/movie_image.jpg?type=m203_290_2
2021,배틀로얄 : 매드랜드,미치지 않으면 살아남을 수 없다!,"다시 시작된 죽음의 생존 게임.살기 위해 친구를 죽여야 하는 생존 게임에서모에는 최대한 친구들을 희생 시키 않으려 노력한다.하지만 결국 모에는 타깃이 되어 죽음의 위기에 처한다.하지만 마지막 순간,모에는 모두를 깜짝 놀라게 할 선택을 하는데…","액션, 스릴러",0.0,아야베 마야,아사카와 나나,https://movie-phinf.pstatic.net/20210121_275/16111932435455hQQy_JPEG/movie_image.jpg?type=m203_290_2
2021,배틀필드 2025,"예상치 못한 순간 마주친 의문의 존재, 
그대로 당할 것인가?","어느 날 미국 애리조나 주 사막 한가운데 떨어진 유성.주변에서 캠핑을 즐기던 사람들,호송차량에서 도망친 범죄자들,평화로운 오후를 보내던 젊은 연인이이 유성에 이끌린 듯 우연히 한자리에 모인다.이윽고 그들은 자신들이 목격한 유성 충돌이실은 지구를 노리는 의문의 외계 생명체들이 침공한 것임을 깨닫게 되고,삶을 위협하는 이들의 공격에 맞서 싸우게 되는데…",SF,0.0,조셉 음바,"조시 로셋, 안나 하르",https://movie-phinf.pstatic.net/20210218_219/1613628842279h9EEg_JPEG/movie_image.jpg?type=m203_290_2
2021,뱅퀴시,"단 하룻밤, 5번의 픽업을 완수하라!","국가 영웅이었던 전직 경찰국장은 도시를 장악한 5대 조직과 사건에 휘말린다.그는 마약 운반책이었으나 손을 씻은 그녀의딸을 볼모로 잡고 위험한 미션을 제안한다.단 하룻밤, 5대 조직으로부터 5번의 픽업을 하라!그녀의 킬러 본능이 폭발하고, 도시는 전쟁으로 치닫는데…오늘 밤, 그녀의 분노가 폭주한다!","액션, 범죄, 스릴러",0.0,조지 갤로,"모건 프리먼, 루비 로즈",https://movie-phinf.pstatic.net/20210602_222/1622600165626gehk0_JPEG/movie_image.jpg?type=m203_290_2
2021,범털2 : 쩐의 전쟁,“돈이 깡패다”,"교도소 내 권력의 양대 산맥 폭력방 VS 취사방유일하게 무기를 소유할 수 있는 취사반장은 숨은 실세로 추앙받으며폭력방의 범털에게 항상 불만을 품게 되고,그로 인해 감빵 안에는 극도의 긴장감이 맴돈다.그러던 중, 부산파 두목 취사반장의 과거 악연 ‘기철’이 폭력방으로 입소하고,본격적으로 두 방 사이 팽팽한 대립이 시작된다.교도소를 움직이는 재벌 회장과 보안과장까지 개입된 더욱 거대해진 판 속,진정한 범털을 가리기 위한 싸움으로 크게 번져가는데….판은 이미 벌어졌다!","범죄, 액션, 드라마",1.0,강태호,"신유람, 성낙경",https://movie-phinf.pstatic.net/20210421_44/1618995316247Pz0kV_JPEG/movie_image.jpg?type=m203_290_2
2021,베네데타,"주님의 신부
성스런 사랑 불경한 창녀
성녀 광녀 신성 모독 은총... ‘모두가 베네데타’
","성흔과 그리스도와의 심장 교환, 신과의 결혼 등 종교적이고 에로틱한 무아경으로 신비주의로 추앙 받으며 수녀원장에 오른 베네데타. 수녀원에 들어온 바톨로메아라는 처녀와의 사랑이 교회에 적발되면서 한순간에 불경한 창녀로 매도되는데…",드라마,0.0,폴 버호벤,"버지니아 에피라, 다프네 파타키아, 샬롯 램플링",https://movie-phinf.pstatic.net/20211026_180/1635226428706937y4_JPEG/movie_image.jpg?type=m203_290_2
2021,베놈 2: 렛 데어 비 카니지,히어로의 시대는 끝났다,"‘베놈’과 완벽한 파트너가 된 ‘에디 브록’(톰 하디) 앞에 ‘클리터스 캐서디’(우디 해럴슨)가 ‘카니지’로 등장, 앞으로 닥칠 대혼돈의 세상을 예고한다. 대혼돈의 시대가 시작되고, 악을 악으로 처단할 것인가?","액션, SF, 스릴러",0.0,앤디 서키스,"톰 하디, 미셸 윌리엄스",https://movie-phinf.pstatic.net/20210929_275/1632903680953494p8_JPEG/movie_image.jpg?type=m203_290_2
2021,베르나르다 알바,“여성 가장 베르나르다 알바와 그의 다섯 딸들이 가지는 욕망을 열정의 플라멩코로 승화시킨 매력적인 작품”,"1930년대 초 스페인 남부, 안달루시아 지방의 한 마을.두 번째 남편 안토니오를 갑작스런 죽음으로 잃은 베르나르다 알바는 늙은 어머니와  다섯 명의 딸과 함께 지낸다. 안토니오의 식솔들과 농장을 포함한 재산을 상속받아 관리하고 있는 그녀는 권위적인 가장이 되었다.안토니오의 8년상을 치르는 동안 베르나르다 알바는 가족들이 마을 사람들과의 교류조차 이어갈 수 없도록 철저하게 감시하며, 극도로 절제된 삶을 강요한다.이러한 상황 속에서 그녀의 첫째 딸 앙구스티아스는 연하의 약혼자 페페와의 결혼을 서두르고, 페페의 모습에 호감을 느끼게 되는 자매들 간에 미묘한 긴장감이 생기기 시작한다.겉보기에 평온하게 보이는 베르나르다 알바의 집.그 안에서 베르나르다 알바와 가족들은 각자의 정열적인 감정들에 의해 시기하고 대립하며 결국 파국으로 치닫게 된다.","공연실황, 뮤지컬",1.0,연태흠,"정영주, 황석정, 김국희",https://movie-phinf.pstatic.net/20210408_221/16178588420081nstj_JPEG/movie_image.jpg?type=m203_290_2
2021,보스 베이비 2,가족 같은 회사로 모십니다,베이비 주식회사의 레전드 보스 베이비에서 인생 만렙 CEO가 된 ‘테드’.베이비인 줄 알았던 조카 ‘티나’가 알고 보니 베이비 주식회사 소속 임원으로 밝혀진다.뉴 보스 베이비 ‘티나’의 지시로 다시 베이비로 돌아간 ‘테드’와 형 ‘팀’에게 주어진 시간은 48시간!세상을 구하기 위한 미션을 무사히 완수할 수 있을 것인가?,"애니메이션, 코미디, 모험",0.0,톰 맥그라스,"알렉 볼드윈, 제임스 마스던, 에이미 세다리스",https://movie-phinf.pstatic.net/20210622_174/1624324910624JhEq2_JPEG/movie_image.jpg?type=m203_290_2
2021,보이스,"단 한 통의 전화! 
걸려오는 순간 걸려들었다!","부산 건설현장 직원들을 상대로 걸려온 전화 한 통.보이스피싱 전화로 인해 딸의 병원비부터 아파트 중도금까지,당일 현장에서는 수많은 사람들이 목숨 같은 돈을 잃게 된다.현장작업반장인 전직형사 서준(변요한)은 가족과 동료들의 돈 30억을 되찾기 위해보이스피싱 조직을 추적하기 시작한다.마침내 중국에 위치한 본거지 콜센터 잠입에 성공한 서준,개인정보확보, 기획실 대본입고, 인출책 섭외, 환전소 작업, 대규모 콜센터까지!체계적으로 조직화된 보이스피싱의 스케일에 놀라고,그곳에서 피해자들의 희망과 공포를 파고드는 목소리의 주인공이자 기획실 총책 곽프로(김무열)를 드디어 마주한다.그리고 그가 300억 규모의 새로운 총력전을 기획하는 것을 알게 되는데..상상이상으로 치밀하게 조직화된 보이스피싱의 실체!끝까지 쫓아 반드시 되찾는다!","범죄, 액션",1.0,"김선, 김곡","변요한, 김무열, 김희원",https://movie-phinf.pstatic.net/20210831_152/1630371935224qy9s6_JPEG/movie_image.jpg?type=m203_290_2
2021,복호무송,“세상을 취하게 만든 자들을 이 주먹으로 깨울 거야”,"송나라 시대, 금나라와 요나라의 치열한 전쟁이 계속되고,경양강 일대에 식인 호랑이까지 출몰하면서 온 나라가 불안에 휩싸인다.이에, 난세의 영웅 ‘무송’은 나라의 혼란을 잠재우기 위해일생일대의 결단을 내리는데…악인을 처단할 난세의 악신이 온다!","무협, 액션",0.0,최염룡,장아기,https://movie-phinf.pstatic.net/20210618_173/1623980325134vfae8_JPEG/movie_image.jpg?type=m203_290_2
2021,볼리션: 미래를 보는 자,"‘운명론 vs 자유의지’ 
나는 나의 죽음을 보았다.","짧지만 스치듯 미래를 볼 수 있는 ‘제임스’.갱단은 제임스에게 그의 능력을 이용하여FBI의 감시를 피해 보석을 거래할 방법을 의뢰한다.보석이 거래될 장면을 보려던 제임스는거래 도중 자신의 죽음을 목격하게 된다.벗어날 수 없는 운명이라 생각했던 미래의 장면과 달리자신이 아닌 연인이 죽게 되고,그녀를 살리기 위해 시간 이동을 하지만되돌아 갈수록 스스로가 남긴 사건들로 인해일이 점점 꼬여만 가는데…과연 그는 자신의 의지로운명을 바꿀 수 있을까?",SF,0.0,토니 딘 스미스,"애드리언 맥모랜, 마그다 아파노위즈, 존 카시니",https://movie-phinf.pstatic.net/20210325_102/16166336051470KTIM_JPEG/movie_image.jpg?type=m203_290_2
2021,봉마전,대륙을 위협하는 마존을 봉인하라!,"천년 동안 봉인되었던 마존이 각성하고,퇴마사 ‘풍설’ 일행은 도탄에 빠진 나라를 구하기 위해 전면전을 벌이기 시작한다.",액션,0.0,묘술,"진건봉, 우함빙",https://movie-phinf.pstatic.net/20210125_294/1611560067502d2L9c_JPEG/movie_image.jpg?type=m203_290_2
2021,부니베어: 애들이 줄었어요,"개미만큼 작아진 곰돌이 형제와 빅
스펙터클한 모험과 웃음의 사이즈가 특별하다!",어느 날 빅은 뭐든지 커지게 만드는 신비로운 기계를 구입한다. 그러나 정반대로 개미만큼 작아진 곰돌이 형제와 빅은 다시 원래의 크기로 돌아가기 위해 모험을 펼치게 되는데… 과연 그들은 무사히 과거로 돌아 갈 수 있을까?,"애니메이션, 모험",0.0,정량,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210831_22/1630376990938i8hiK_JPEG/movie_image.jpg?type=m203_290_2
2021,북샵,"맨부커상 수상자 페넬로페 피츠제럴드의 동명 베스트셀러 원작
제32회 고야상 작품상, 감독상, 각색상 수상 화제작!
“책을 읽으면 그 이야기가 생생한 꿈처럼 살아 숨 쉬는 순간이 있어요”",‘플로렌스’는 남편과 처음 만나 사랑에 빠진 특별한 장소이기도 했던작은 바닷가 마을 하드버러에서 영리한 소녀 ‘크리스틴’을 채용해 서점을 운영하기 시작한다.작고 외진 마을에서 서점을 운영한다는 사실이 알려지자마을 최고 권력자인 가맛 부인은 서점 자리에 문화센터를 세운다는 핑계로온갖 경제력과 인맥을 동원해 방해하기 시작하는데…!책을 통해 삶의 희망을 찾아나선 플로렌스의 용기 있는 도전이 시작된다!,드라마,0.0,이자벨 코이젯트,"에밀리 모티머, 빌 나이, 패트리시아 클락슨",https://movie-phinf.pstatic.net/20210616_228/1623822185768ssWPl_JPEG/movie_image.jpg?type=m203_290_2
2021,분노의 질주: 더 얼티메이트,"기다림은 끝났다! 
전 세계가 기다려온 단 하나의 액션블록버스터!","도미닉(빈 디젤)은 자신과 가장 가까웠던 형제 제이콥(존 시나)이 사이퍼(샤를리즈 테론)와 연합해전 세계를 위기로 빠트릴 위험천만한 계획을 세운다는 사실을 알게 되고,이를 막기 위해 다시 한 번 패밀리들을 소환한다.가장 가까운 자가 한순간, 가장 위험한 적이 된 상황도미닉과 패밀리들은 이에 반격할 놀라운 컴백과 작전을 세우고지상도, 상공도, 국경도 경계가 없는 불가능한 대결이 시작되는데…",액션,0.0,저스틴 린,"빈 디젤, 존 시나, 성 강",https://movie-phinf.pstatic.net/20210421_37/1618971733493B4ykS_JPEG/movie_image.jpg?type=m203_290_2
2021,불어라 검풍아 - 감독판,"뒤바뀐 세상,
모든 것을 끝낼 그녀가 온다!","대한민국 최고의 여성 액션 스타를 꿈꾸는 ‘연희’우연히 검술 실력으로 목숨이 좌지우지되는기묘한 평행세계로 빠져버린다.자신을 귀인으로 여기는 세계에서‘연희’는 악당을 물리치며 정의 구현을 위해 힘쓴다.그러던 어느 날, 진짜 ‘귀검’이 등장하며 사건은 꼬이기 시작하는데..!쥐어진 한 자루의 검! 진짜 나를 깨워라!",액션,1.0,조바른,"안지혜, 이민지",https://movie-phinf.pstatic.net/20210818_261/1629275473133PUKmI_JPEG/movie_image.jpg?type=m203_290_2
2021,불청객들,초대받지 않는 손님은 누구도 살아서 나갈 수 없는 곳!,젊은 카티야는 다른 사람들의 빈 집에서 파티를 열면서 살고 있다. 그러던 중 해안에 있는 오래된 여름 별장을 발견한다. 지난 세기 초의 정신병원이기도 했던 이곳은 젊고 혈기 왕성한 파티 피플들에게 훌륭한 선택인 것 같다. 하지만 파티 도중에 그 집의 신비한 주인이 나타나고 피할 수 없는 죽음이 찾아오는데…,"공포, 액션",0.0,에브지니 아비조브,"[국내] 
						
							15세 관람가",https://movie-phinf.pstatic.net/20210830_161/1630291252063xVnc9_JPEG/movie_image.jpg?type=m203_290_2
2021,브라더,“첩보가 들어왔어요. 저희가 까죠?”,"정의감과 패기로 똘똘 뭉친 강력계 형사 ‘강수’.어느 날 그에게 마약 밀수입 등의 악질 범죄를 일삼는 거대 조직의 정보가 담긴 발신자 불명의 제보가 들어온다.범죄 소탕을 위해 조직에 위장 잠입한 ‘강수’는회장의 오른팔 ‘용식’ 밑에서 조직 생활을 시작하고각자의 목적을 위해 한 팀이 된 두 사람은 묘한 우정을 느낀다. “이런 일이 안 어울린다고, 강수 너한테는” 한편, ‘강수’는 계속되는 비밀 수사 중 신분 들통 위기에 처하고사건을 파헤칠수록 조직과 얽힌 충격적인 진실을 마주하는데…복수와 배신이 교차하는 세계에 뛰어든 두 남자,누구도 믿지 못할 팀플레이가 시작된다!",액션,1.0,신근호,"조재윤, 정진운",https://movie-phinf.pstatic.net/20210923_272/16323630541200iQPb_JPEG/movie_image.jpg?type=m203_290_2
2021,브레이브 언더 파이어,최대 규모의 화재 발생! 반드시 막아야 한다!,"과거 화재 현장에서 사고로 동료 대원을 잃은 소방 팀장 ‘안드레이’.아픈 상처가 아물기도 전, 사상 최악의 화재가 발생한다.모든 것이 불타고 있는 시베리아의 화재 현장 속,‘안드레이’를 필두로 한 팀이 된 6명의 소방 진압 대원들이 불길로 출동한다.최악의 산불을 진압하고 화마로부터 살아남을 수 있을 것인가?살아남을 마지막 기회, 생사의 갈림길에 놓인 자들!불길로 뛰어든 영웅들의 마지막 사투가 시작된다!",액션,0.0,알렉세이 누즈니,"콘스탄틴 카벤스키, 이반 얀콥스키",https://movie-phinf.pstatic.net/20210309_295/1615268177620WO9Op_JPEG/movie_image.jpg?type=m203_290_2
2021,브레이브 하트2,"""프리덤! 자유를 위해 끝까지 싸워라!""","1306년, 스코틀랜드.윌리엄 월리스가 죽은 후 권력 있는 가문들은 잉글랜드 왕실과 손잡았지만,'로버트 더 브루스'는 독립의 희망을 잃지 않고 계속 싸운다.하지만 계속되는 전투로 막대한 군사적 손실을 입고설상가상으로 목에 현상금까지 걸리면서그는 자신의 부하들로부터도 쫓기는 신세가 되는데...스코틀랜드의 영웅,'로버트 더 브루스'의 이야기는 아직 끝나지 않았다!","액션, 전쟁",0.0,리처드 그레이,앵거스 맥페이든,https://movie-phinf.pstatic.net/20210719_76/1626681528672xwrex_JPEG/movie_image.jpg?type=m203_290_2
2021,블라이스 스피릿,죽은 아내가 살아 돌아왔다?!,"뮤즈였던 전처 ’엘비라’의 죽음 이후슬럼프에 빠진 작가 ‘찰스’는영감을 얻기 위해 사랑하는 아내 ‘루스’와 함께 심령술사 ‘마담 아카티’를 찾아가 강령회를 제안한다‘마담 아카티’의 진지한 퍼포먼스에도 불구하고 아무 일도 일어나지 않자 다들 코웃음 쳤지만그 날 밤, ‘찰스’ 앞에 죽은 ‘엘비라’가 나타나는데…목숨 건 살벌한 삼각관계가 시작된다!","판타지, 코미디",0.0,에드워드 홀,"주디 덴치, 댄 스티븐스, 레슬리 만",https://movie-phinf.pstatic.net/20210518_236/162130414403674Ddt_JPEG/movie_image.jpg?type=m203_290_2
2021,블라인드,"“내 사랑 나를 기억해줘. 네 손끝, 네 귓가에 남은 나를...”","앞을 보지 못하는 ‘루벤’. 후천적으로 시력을 잃고 짐승처럼 난폭해진 그를 위해 어머니는 책을 읽어주는 사람을 고용하지만 다들 오래가지 못해 그만둔다. 새로운 낭독자로 온 ‘마리’가 첫만남에서부터 루벤을 제압한다. 마리는 어릴 적 학대로 얼굴과 온몸에 가득한 흉측한 상처와 남들과 다른 모습에 사람들의 시선을 피해 다니지만 볼 수 없는 루벤 앞에서만은 자신을 드러낸다. 루벤은 [눈의 여왕]을 읽어주는 마리의 기품 있는 목소리와 단호한 행동에 관심을 갖고, 마리를 아주 아름다운 모습일 거라 상상하며 사랑에 빠진다. 누군가에게 사랑 받는 것이 처음인 마리 역시 낯선 이 감정이 사랑임을 깨닫고 마음을 연다. 하지만 루벤이 수술로 눈을 치료할 수 있게 되면서 마리는 자신을 보고 실망할 것이 두려워 그의 곁을 떠난다.이제 모든 것을 볼 수 있게 된 루벤은 사라진 마리를 찾아 방황하는데…","드라마, 멜로/로맨스",0.0,타마르 반 덴 도프,"요런 셀데슬라흐츠, 핼리너 레인, 카테리네 베르베케",https://movie-phinf.pstatic.net/20201216_148/1608099443338BQaNC_JPEG/movie_image.jpg?type=m203_290_2
2021,블랙 위도우,"""모든 것을 바꾼 그녀의 선택” 
어벤져스의 운명을 바꾼 블랙 위도우, 그녀의 진짜 이야기가 시작된다!","어벤져스의 히어로 블랙 위도우, ‘나타샤 로마노프’ (스칼렛 요한슨)는자신의 과거와 연결된 레드룸의 거대한 음모와 실체를 깨닫게 된다.상대의 능력을 복제하는 빌런 ‘태스크마스터’와 새로운 위도우들의 위협에 맞서목숨을 건 반격을 시작하는 ‘나타샤’는 스파이로 활약했던 자신의 과거 뿐 아니라,어벤져스가 되기 전 함께했던 동료들을 마주해야만 하는데…폭발하는 리얼 액션 카타르시스!MCU의 새로운 시대를 시작할 첫 액션 블록버스터를 만끽하라!","액션, 모험, SF",0.0,케이트 쇼트랜드,"스칼릿 조핸슨, 플로렌스 퓨, 레이첼 와이즈",https://movie-phinf.pstatic.net/20210617_272/1623906098516QjpeS_JPEG/movie_image.jpg?type=m203_290_2
2021,블랙핑크 더 무비,"전 세계가 사랑하는 걸그룹 ‘블랙핑크’가 데뷔 5주년 기념 영화
‘블랙핑크 더 무비(BLACKPINK THE MOVIE)’를 통해 선물과도 같았던 지난 추억을 회상한다.

가장 블랙핑크다운 모습, 가장 빛나는 순간","지수, 제니, 로제, 리사 4인 멤버로 구성된 블랙핑크는 2016년 8월 8일 세상에 첫 발을 내디딘 후 팬덤 ‘블링크’와 함께 폭발적인 성장을 이뤄왔다.숨 가쁘게 달려온 5년 동안, 지나온 시간만큼 차곡차곡 쌓인 추억들, 그리고 무대에서의 기쁨. 가장 빛나는 순간들을 언제나 함께했던 팬들과 나누는 영화가 바로 ‘블랙핑크 더 무비(BLACKPINK THE MOVIE)’이다.영화에는 데뷔 후 5년간의 추억을 함께 나누는 ‘기억의 방’, 개성이 뚜렷한 4인의 강렬한 이미지 컷이 담긴 ‘Beauty’, 팬들에게 전하는 ‘미공개 스페셜 인터뷰’ 등 오롯이 그녀들에게 집중된 이야기가 다양한 시퀀스에 담겨 펼쳐진다.또한 국적과 성별을 초월해 뛰어난 퍼포먼스로 세계를 사로잡은 가장 ‘블랙핑크’다운 무대가 극대화된 현장감으로 스크린을 채운다. 극장 최적화로 재편집된 2021년 ‘THE SHOW’ 및 2018년 ‘IN YOUR AREA’ 공연 실황을 포함해 10여 곡이 넘는 블랙핑크의 히트곡 무대와 리허설 과정, 공연을 준비하는 멤버들의 모습을 담은 ‘블랙핑크 더 무비(BLACKPINK THE MOVIE)’는 전 세계의 ‘블링크’와 블랙핑크가 함께하는 ‘우리들의 파티’같은 시간을 선사할 단 하나의 영화이다.",공연실황,1.0,"오윤동, 정수이",블랙핑크,https://movie-phinf.pstatic.net/20210728_52/1627460563825oHtpq_JPEG/movie_image.jpg?type=m203_290_2
2021,블러드 앤 머니,"설원 속에 고립된 거액의 돈 가방, 
그의 방아쇠에 거액의 운명이 달려있다!","전직 해병이자 베테랑 사냥꾼 짐(톰 베린저)은 사람조차 뜸한 설산에서 야생 사슴을 사냥하며 홀로 지낸다. 어느 날 사냥을 하던 짐은 낯선 여자를 사슴으로 오인하여 쏘게 되지만 너무 당황한 나머지 죽어가는 여자를 놔둔 채 황급히 도망친다.술집에서 카지노 무장강도단에 관한 뉴스를 보면서 자신이 죽인 여자가 120만 달러를 가지고 달아났던 용의자 중 한 명이란 걸 알게 되고, 죄책감과 괴로움에 빠져 잠들기 전 당시 상황을 떠올리다 사고현장에 담배꽁초를 떨어뜨린 걸 알고 더욱 혼란스런 상황으로 빠져든다.다음날 사건 현장으로 돌아온 짐은 담배꽁초를 회수하고, 시체 옆에 놓인 돈가방까지 챙겨 나오지만 자신들이 훔친 거액을 찾기 위해 숲을 수색하던 강도단들과 마주치면서 생존을 위한 사투를 벌이게 된다.무장강도단의 추격을 피하면서 총상과 추위에 생사를 넘나들지만 녹슬지 않은 사격실력과 기지를 발휘해 원샷원킬로 강도단을 한 명씩 처리하고, 돈을 갖고 탈출할 수 있는 차량까지 확보하는 짐.그러나 그는 아픈 딸의 치료비로 고생하는 웨이트리스 데비(크리스트 헤이거)를 떠올리며 돈의 위치가 그려진 편지를 그녀 앞으로 남기고, 부상당한 몸으로 마지막 남은 강도단 두목을 처단하기 위해 나서는데..","드라마, 스릴러",0.0,존 바,"톰 베린저, 크리스튼 헤거, 폴 밴 빅터",https://movie-phinf.pstatic.net/20210713_138/1626163460487exVOB_JPEG/movie_image.jpg?type=m203_290_2
2021,블루버드 인 마이 하트,"1994 , 2010 
그리고 지금 ",교도소에서 출소한 대니는 로랑스와 클라라 모녀가 운영하는 낡은 모텔에서 새 삶을 시작하게 되고 10대 소녀 클라라는 대니를 보며 감옥에 있는 아빠를 떠올리며 그에게 스스럼없이 다가간다. 소녀의 순수한 모습에 마음을 조금씩 여는 대니는 어느 날 클라라가 마약딜러로부터 강간을 당하는 모습을 뒤늦게 발견하고 클라라를 위해 복수를 준비하게 되는데...,"범죄, 액션, 드라마",0.0,제레미 게즈,"로랜드 몰러, 로라 르 란, 벨 배턴스",https://movie-phinf.pstatic.net/20210310_84/1615343615343ewX5q_JPEG/movie_image.jpg?type=m203_290_2
2021,블룸 업: 스와핑,“모든 판타지는 현실이 돼요”,"13년 차 부부 베타와 에르메스.우연한 기회로 둘은 합의하에 ‘파트너 교환’, 일명 ‘스와핑’을 시작한다.각자 만족스럽게 욕구를 충족하던 부부는평온했던 일상을 깨뜨리는 관계와 마주하게 되는데…",다큐멘터리,0.0,마우로 루소 루즈,"[국내] 
						
							청소년 관람불가",https://movie-phinf.pstatic.net/20210805_169/162814564669916rTe_JPEG/movie_image.jpg?type=m203_290_2
2021,비밀의 정원,“네가 괜찮은지 알고 싶어”,이사를 준비하며 행복한 미래를 꿈꾸는 정원과 상우 부부다정하고 든든한 이모와 이모부10년 전 비밀을 간직하고 있는 엄마와 동생어느 날 걸려온 전화 한 통이 말하고 싶지 않았던 정원의 과거를 떠올리게 하고평화롭던 가족들의 일상에도 변화를 가져온다.,드라마,1.0,박선주,"한우연, 전석호",https://movie-phinf.pstatic.net/20210316_102/1615869903057Yyhg8_JPEG/movie_image.jpg?type=m203_290_2
2021,비하인드 유,"“거울아, 거울아. 문을 열어라. 영혼을 받아들여라”","엄마의 갑작스러운 죽음으로‘베스’ 이모의 집으로 오게 된 ‘올리비아’와 ‘클레어’.그날 밤, 기묘한 목소리를 듣게 된 ‘클레어’는 언니 몰래출입금지였던 지하실로 들어가게 되고,그곳에서 충격적인 실체와 마주하게 되는데…",공포,0.0,"앤드류 메참, 매튜 웨든","애디 밀러, 잔 브로버그 펠트, 필립 브로디",https://movie-phinf.pstatic.net/20211006_242/16334966809722d0b0_JPEG/movie_image.jpg?type=m203_290_2
2021,빅풋 주니어2: 패밀리가 떴다,"“우리 가족은 지구를 지켜요!”
초능력으로 악당에 맞서는 슈퍼 히어로 패밀리!
발이 커지면 모험도, 재미도, 커진다!","아주 멀리서도 잘 듣고, 어디든지 빠르게 달려가고, 남다른 힘과 치유 능력까지!모두가 주목하는 초능력 슈퍼 히어로 ‘빅풋’에게 알래스카에서 한 통의 편지가 도착한다.“지구를 위험에 빠뜨린 악당에게서 자연과 동물 친구들을 지켜주세요!”지구를 지키기 위해 ‘빅풋’과 빅풋 패밀리가 떴다!걱정 마세요, 지금 달려갑니다!슈퍼 히어로 빅풋 패밀리, 출동 준비 완료!","애니메이션, 모험, 가족",0.0,"벤 스타센, 제레미 데그루손","[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20201125_80/1606270301949RHlq6_JPEG/movie_image.jpg?type=m203_290_2
